AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,VOC_Level_ppm,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Organic_Matter_%,Plot_Area_m2,Plant_Type
138.37,716.57,57.51,30.73,39.93,2.32,6.65,155.92,78.15,72.89,71.54,3.65,494.34,Ficus
155.38,909.28,32.0,34.02,39.26,3.25,8.39,30.73,17.27,16.56,19.61,0.42,332.25,Succulent
190.52,787.55,51.93,33.65,49.09,2.57,5.07,91.69,55.14,60.09,39.91,2.04,162.39,Orchid
169.5,844.52,54.73,34.43,45.16,2.6,6.29,140.65,83.49,78.67,72.8,4.12,477.93,Ficus
186.0,743.26,50.31,31.0,44.21,2.07,8.0,25.08,18.66,19.53,10.56,0.4,254.23,Succulent
123.76,820.82,47.4,42.7,32.32,2.07,7.09,130.84,81.51,79.89,72.12,3.27,439.0,Ficus
140.56,797.03,39.01,37.34,40.48,2.25,7.61,143.52,84.25,71.51,69.56,3.68,496.45,Ficus
153.87,906.01,49.94,27.57,40.32,2.14,5.96,53.43,39.37,40.03,49.39,1.31,42.36,Bonsai
119.9,821.77,36.83,40.07,37.85,1.92,5.53,47.95,38.64,42.72,47.2,1.47,57.78,Bonsai
186.56,863.25,32.64,36.41,32.3,2.67,8.17,26.89,21.51,19.91,24.55,0.32,271.8,Succulent
141.61,742.46,54.85,36.3,36.02,2.67,5.53,87.84,56.25,52.44,40.23,1.77,193.46,Orchid
128.75,833.64,60.7,44.34,41.41,2.07,6.69,163.59,74.74,94.11,67.9,4.46,491.76,Ficus
160.48,851.46,41.92,29.99,43.69,1.9,6.07,56.94,41.51,33.77,42.49,1.17,63.81,Bonsai
120.56,825.56,29.58,28.63,38.37,2.03,7.1,42.83,20.53,22.12,27.37,0.78,281.28,Succulent
139.79,834.97,47.67,31.06,37.93,3.09,6.41,46.94,45.67,36.58,49.61,1.86,77.73,Bonsai
166.71,764.52,39.6,36.4,38.4,1.8,6.74,153.26,79.46,79.81,72.2,4.48,545.47,Ficus
143.39,844.9,52.8,37.83,47.69,2.18,8.08,23.18,19.34,18.03,13.83,0.45,288.39,Succulent
168.32,765.51,34.23,31.32,34.03,1.81,6.08,58.87,37.48,42.72,47.22,1.37,30.4,Bonsai
110.81,774.55,47.78,26.53,32.98,2.34,6.3,146.17,80.26,82.9,70.74,4.07,513.53,Ficus
139.4,738.1,70.85,34.03,38.87,3.15,8.03,26.97,18.09,14.83,26.54,0.21,244.57,Succulent
145.67,801.75,66.9,40.68,38.86,2.46,7.75,35.88,19.88,24.29,17.72,0.56,262.14,Succulent
161.86,770.91,55.99,43.76,31.91,2.76,6.26,59.87,30.61,40.07,49.96,1.17,63.3,Bonsai
110.03,876.71,54.29,27.55,37.7,3.27,6.07,67.96,38.05,41.83,51.18,1.38,38.89,Bonsai
180.7,749.6,36.71,35.53,43.77,2.85,6.29,75.53,44.51,32.84,56.81,1.37,56.5,Bonsai
137.77,819.32,41.32,32.47,30.23,1.55,7.04,151.11,79.35,83.48,68.83,4.25,480.26,Ficus
143.44,862.04,53.33,34.29,42.88,1.73,8.17,34.32,14.6,16.21,17.56,0.77,324.12,Succulent
146.32,817.69,41.57,33.85,38.0,3.31,5.75,57.47,41.95,40.91,37.81,1.34,49.68,Bonsai
150.35,841.52,46.17,29.91,41.5,2.19,7.65,30.64,23.6,19.96,15.12,0.55,289.15,Succulent
153.03,769.5,52.93,30.53,38.49,3.15,6.37,57.13,42.71,37.45,36.64,0.92,43.95,Bonsai
120.73,796.21,39.68,38.69,53.18,3.3,7.07,143.72,75.46,87.13,75.3,4.81,518.98,Ficus
136.67,816.99,57.92,34.77,41.67,1.14,8.37,31.5,23.23,16.04,21.62,0.59,225.26,Succulent
160.84,840.64,61.34,37.7,39.49,3.35,7.65,38.45,18.13,19.23,15.36,0.41,291.18,Succulent
143.22,805.0,50.84,39.22,32.47,2.53,5.26,92.63,63.86,63.78,39.0,2.04,198.82,Orchid
140.87,788.74,69.93,26.75,28.49,2.13,5.87,61.44,35.78,35.9,49.69,1.41,37.6,Bonsai
171.77,863.17,70.06,31.97,37.03,3.22,6.44,69.12,46.49,41.58,60.26,1.63,47.51,Bonsai
163.34,791.65,60.91,45.28,43.87,2.4,5.35,97.36,60.14,59.47,32.33,1.65,233.72,Orchid
155.09,837.05,46.3,29.77,36.66,2.62,6.29,63.46,40.2,42.35,44.74,2.11,59.58,Bonsai
131.99,811.65,30.42,28.66,35.42,2.86,6.34,47.37,44.34,37.31,56.34,1.56,42.33,Bonsai
160.08,764.21,52.97,31.9,36.88,3.09,6.84,158.03,76.54,87.23,66.69,3.34,446.85,Ficus
158.42,874.98,45.5,39.28,36.01,2.73,8.01,25.97,16.31,19.03,16.62,0.64,313.03,Succulent
132.34,866.33,67.6,28.53,37.82,2.38,5.98,62.56,40.89,35.27,42.04,1.31,51.43,Bonsai
190.16,742.69,46.36,36.24,36.08,2.6,6.12,72.1,42.17,31.79,55.15,1.81,58.36,Bonsai
168.36,875.56,52.11,33.21,34.72,3.0,6.61,151.45,68.58,75.77,75.84,3.28,534.87,Ficus
141.61,846.08,54.91,36.89,36.26,2.41,7.51,21.67,24.3,23.57,13.07,0.65,283.65,Succulent
149.51,779.43,48.14,32.22,34.82,2.88,6.95,163.11,82.4,79.05,71.48,4.69,538.79,Ficus
172.2,767.33,60.45,35.25,40.8,2.26,8.33,22.99,19.47,23.49,14.48,0.44,308.75,Succulent
176.35,795.32,65.98,36.46,41.71,2.6,7.32,146.7,77.89,72.47,71.12,3.96,471.74,Ficus
185.34,825.24,68.65,29.89,41.43,2.07,5.82,90.06,67.14,58.41,43.21,1.92,169.05,Orchid
157.54,785.19,68.54,30.01,39.98,2.72,7.89,27.07,19.12,19.01,17.63,0.27,287.79,Succulent
142.16,742.85,43.59,36.67,34.86,1.84,7.74,141.09,81.9,80.52,69.07,4.22,557.35,Ficus
139.78,756.95,62.62,24.75,41.06,2.36,7.13,172.45,72.82,70.85,72.07,3.67,528.19,Ficus
129.09,786.32,44.94,39.28,37.8,2.89,8.08,27.14,19.56,24.29,23.35,0.1,313.83,Succulent
149.73,788.51,40.54,34.79,36.48,2.41,6.03,65.9,38.4,49.74,50.79,1.74,54.85,Bonsai
161.77,733.16,49.79,30.7,33.75,2.43,7.4,165.33,74.1,89.1,73.09,3.53,451.55,Ficus
129.23,806.17,52.37,34.49,43.57,2.29,8.31,37.11,23.59,29.18,13.35,0.77,274.18,Succulent
154.19,866.7,53.64,43.29,40.58,2.79,5.53,86.64,66.27,64.37,46.82,2.05,177.75,Orchid
174.77,858.49,31.1,32.99,37.33,3.43,5.58,83.89,64.53,56.42,48.15,2.04,218.78,Orchid
169.1,732.45,40.79,35.56,43.41,2.11,5.6,64.03,39.95,38.67,43.92,1.26,50.84,Bonsai
128.89,887.98,54.89,30.69,37.44,2.79,8.17,31.33,21.7,25.25,23.09,0.44,295.4,Succulent
140.52,807.15,27.34,37.92,41.28,2.41,6.83,161.12,68.8,78.91,72.59,3.69,572.72,Ficus
156.46,732.52,58.99,33.12,32.87,1.86,6.86,150.29,72.18,78.15,70.86,3.85,444.71,Ficus
131.45,750.24,32.31,36.93,42.86,2.94,6.86,141.08,86.27,79.39,65.06,3.46,453.23,Ficus
159.48,784.11,45.23,30.41,34.82,2.19,7.21,157.42,83.56,86.31,64.64,4.64,498.18,Ficus
152.2,819.08,57.53,35.14,40.38,2.73,6.0,65.99,30.16,36.23,52.32,2.09,48.98,Bonsai
102.71,797.15,52.55,31.88,41.77,1.78,5.18,62.44,35.19,38.77,38.64,1.25,58.21,Bonsai
166.97,743.54,64.58,39.06,42.25,2.68,5.98,55.93,44.8,37.67,46.84,1.38,23.84,Bonsai
153.81,784.64,46.15,34.97,32.7,2.32,8.21,32.75,23.22,21.85,18.08,0.6,227.21,Succulent
161.26,769.39,54.13,28.15,38.68,2.54,6.71,157.18,75.3,89.27,70.13,4.29,462.19,Ficus
192.8,816.83,33.05,34.61,47.21,2.64,8.44,34.29,22.23,24.84,22.34,0.65,290.57,Succulent
150.42,821.08,60.06,38.58,43.85,2.96,7.23,148.52,86.31,76.24,63.86,3.96,513.85,Ficus
154.22,759.08,43.92,40.36,39.44,3.09,6.92,137.16,74.64,82.57,57.79,3.06,422.35,Ficus
164.26,833.63,49.83,36.9,55.1,2.71,6.19,67.05,38.92,48.34,44.94,1.93,49.09,Bonsai
170.95,758.39,34.94,31.28,32.92,2.23,5.54,82.9,57.03,54.3,35.64,2.33,243.96,Orchid
194.58,799.71,53.62,30.58,41.83,2.87,5.65,58.66,47.26,38.0,43.05,1.68,30.66,Bonsai
170.21,898.98,59.76,32.27,31.76,2.09,8.11,21.23,15.97,18.04,19.89,0.58,358.43,Succulent
133.35,764.1,58.71,35.76,41.04,2.66,7.22,148.33,79.04,73.23,71.6,4.11,525.41,Ficus
138.72,884.64,48.61,35.53,42.0,2.27,6.13,62.71,41.7,41.89,42.71,1.75,43.84,Bonsai
116.58,812.36,59.44,42.38,41.11,2.99,6.0,79.24,73.34,58.97,49.15,1.66,195.76,Orchid
171.76,752.83,29.74,38.14,40.19,1.92,5.97,69.34,37.06,41.33,52.87,2.26,40.82,Bonsai
147.4,744.99,46.63,34.47,37.54,3.53,6.93,163.88,87.5,74.09,77.38,3.87,547.55,Ficus
114.83,783.3,45.17,32.67,37.33,1.87,6.92,160.44,73.54,79.1,68.95,3.94,490.98,Ficus
143.59,777.44,51.55,41.45,39.03,1.83,6.9,140.1,80.86,76.27,78.36,4.59,548.6,Ficus
191.12,812.63,59.64,33.37,35.11,0.84,6.7,154.21,78.78,83.04,70.37,4.91,545.31,Ficus
177.74,782.31,40.36,34.78,47.42,1.89,8.21,24.58,13.85,19.76,21.03,0.74,272.89,Succulent
147.82,787.31,48.59,35.59,27.61,2.0,5.83,79.34,33.89,48.48,47.18,1.12,52.61,Bonsai
166.59,851.43,57.63,43.51,45.73,3.22,8.16,32.57,22.06,20.41,14.38,0.4,294.22,Succulent
171.55,778.68,48.57,38.14,41.94,2.88,5.58,67.87,33.05,43.06,50.88,1.52,57.42,Bonsai
121.81,814.92,68.7,33.76,50.08,3.09,8.29,38.06,20.89,20.99,22.64,0.59,252.54,Succulent
150.62,795.18,56.93,34.0,35.45,1.72,7.48,32.04,22.7,19.29,18.76,0.36,329.78,Succulent
139.18,835.21,59.55,35.3,55.66,1.79,7.86,40.95,23.12,20.32,16.86,0.5,298.26,Succulent
163.83,866.22,59.16,37.29,41.42,3.83,8.26,36.27,16.04,24.23,14.75,0.6,296.08,Succulent
154.91,748.43,32.33,38.67,44.47,2.92,8.4,26.68,18.48,16.33,26.56,0.55,263.47,Succulent
156.4,769.12,44.09,39.96,41.73,2.19,6.46,157.95,76.57,82.03,75.83,4.03,534.42,Ficus
155.46,755.18,52.44,32.12,36.41,2.93,7.54,32.79,20.33,12.29,14.85,0.3,290.55,Succulent
202.64,821.17,46.2,38.09,43.53,2.16,5.86,94.89,61.44,67.6,42.1,2.41,182.36,Orchid
139.66,764.49,48.4,27.43,36.78,2.86,5.46,80.77,60.42,51.99,34.78,2.16,203.44,Orchid
147.43,769.28,53.58,34.69,34.47,2.8,7.46,150.51,81.01,85.89,72.62,3.72,403.3,Ficus
128.98,833.57,45.12,39.09,48.09,2.17,5.69,60.25,50.4,43.02,51.17,1.15,62.66,Bonsai
165.87,799.65,46.65,27.92,42.65,2.81,6.74,145.49,76.26,83.59,62.98,3.94,554.61,Ficus
119.59,842.12,46.53,33.61,40.7,2.87,5.76,97.65,50.57,61.52,44.29,2.15,195.75,Orchid
122.41,828.93,45.18,27.02,38.98,2.83,7.91,25.91,16.22,20.25,19.96,0.29,304.71,Succulent
167.36,769.27,44.34,37.58,47.27,2.4,7.93,32.85,17.82,14.15,26.14,0.36,284.52,Succulent
98.74,745.66,61.6,26.08,33.17,2.75,6.23,72.48,39.65,37.86,60.2,1.6,50.66,Bonsai
202.53,841.06,58.39,39.12,46.27,2.25,5.6,51.17,42.89,47.64,47.53,1.77,53.62,Bonsai
137.61,801.23,63.4,34.71,43.37,3.2,5.33,92.26,67.38,62.04,36.56,1.97,216.26,Orchid
141.46,802.7,45.79,26.46,31.53,2.73,8.02,26.5,21.78,25.94,20.89,0.2,315.73,Succulent
143.75,801.86,61.63,38.94,33.88,3.48,5.65,83.83,59.57,60.46,44.85,1.77,208.96,Orchid
146.95,801.5,56.59,41.84,40.53,2.33,7.02,140.41,82.79,85.27,73.34,3.88,467.54,Ficus
148.8,817.83,57.52,39.45,43.07,1.79,7.84,37.54,19.0,18.73,18.92,0.49,254.3,Succulent
144.27,807.38,34.32,37.84,45.66,2.53,7.86,33.96,18.64,18.12,15.73,0.51,310.65,Succulent
153.89,710.01,50.35,33.58,42.54,1.42,5.69,87.39,60.41,61.72,41.39,2.52,210.69,Orchid
162.52,860.22,49.32,41.46,40.96,1.92,5.19,88.64,62.93,56.22,42.22,1.99,203.46,Orchid
133.86,762.8,50.38,43.66,45.96,2.32,5.91,80.67,63.99,56.74,29.08,1.63,226.06,Orchid
144.21,838.44,55.01,40.04,37.91,2.42,8.12,27.46,18.55,18.63,19.54,0.95,229.71,Succulent
150.52,827.91,54.15,27.54,44.42,2.3,6.92,156.32,82.29,83.01,72.29,3.7,522.92,Ficus
163.17,703.5,62.85,35.27,38.79,2.79,5.31,94.91,54.24,57.48,35.57,2.05,206.8,Orchid
147.51,743.28,25.35,39.16,37.37,1.67,6.34,54.52,43.11,39.79,52.99,1.09,60.47,Bonsai
167.24,821.39,51.02,31.97,33.55,1.75,5.05,97.34,57.78,57.4,33.85,1.87,202.32,Orchid
168.62,870.74,56.22,28.05,43.47,1.92,8.31,24.84,21.01,19.57,21.25,0.54,348.45,Succulent
132.42,766.0,47.3,34.72,39.84,2.4,7.76,28.38,20.17,22.48,20.15,0.33,343.51,Succulent
171.55,776.4,45.32,37.76,37.95,3.04,7.65,31.93,19.59,14.93,19.24,0.52,327.72,Succulent
161.09,844.43,59.14,37.27,37.56,2.3,5.68,83.59,65.02,61.72,35.61,1.59,239.47,Orchid
178.69,767.61,31.3,20.23,46.81,2.95,5.81,56.77,43.46,38.6,43.07,1.03,58.74,Bonsai
170.86,784.9,45.06,38.94,39.66,1.39,5.72,99.26,60.26,70.21,44.13,2.34,229.4,Orchid
154.29,813.05,47.36,36.09,47.02,2.23,8.06,32.4,16.1,22.2,12.58,0.56,302.06,Succulent
185.14,782.96,76.33,39.81,44.98,3.07,5.61,45.38,38.49,40.75,45.49,1.81,55.95,Bonsai
159.78,872.63,47.83,29.43,42.23,2.81,6.55,154.14,80.53,84.58,71.5,3.64,593.02,Ficus
185.95,812.89,57.11,38.85,45.84,2.66,6.98,162.37,85.27,81.35,77.3,4.18,485.63,Ficus
108.65,760.97,40.19,33.91,44.5,2.28,5.49,95.5,55.29,59.81,41.44,1.86,234.54,Orchid
165.7,897.88,67.49,34.65,44.39,3.47,5.71,82.63,62.24,61.46,39.78,1.88,219.84,Orchid
172.0,778.11,43.51,34.06,29.6,2.24,8.11,33.6,20.39,19.45,23.33,0.51,311.73,Succulent
139.03,780.58,55.44,25.84,34.61,2.88,5.94,83.3,59.31,62.67,43.07,1.71,244.88,Orchid
150.46,832.32,49.8,33.86,39.04,2.6,5.44,93.75,61.26,66.42,36.43,2.01,200.41,Orchid
205.29,753.87,64.17,33.15,46.66,1.48,5.96,60.99,39.14,40.25,55.85,1.32,53.98,Bonsai
151.68,764.11,55.84,34.12,39.62,2.29,8.51,33.64,18.22,19.94,24.04,0.5,290.51,Succulent
135.11,819.5,61.87,32.7,33.8,2.49,5.48,89.83,59.86,67.34,44.85,2.29,216.32,Orchid
151.04,696.58,36.69,32.83,42.54,2.4,5.61,85.68,57.7,61.61,41.95,1.81,186.74,Orchid
157.64,790.71,59.56,33.46,46.88,3.16,6.96,125.85,76.73,76.23,71.69,4.07,507.42,Ficus
160.53,784.74,45.31,31.34,38.01,2.15,5.57,64.04,34.77,39.36,43.53,0.99,48.07,Bonsai
128.55,782.68,56.44,28.72,31.41,2.57,6.99,163.82,84.9,71.07,66.09,4.09,462.41,Ficus
125.35,805.58,51.86,25.34,40.61,2.34,8.24,29.48,21.56,19.08,19.96,0.39,272.35,Succulent
163.05,857.95,29.26,35.06,46.39,3.23,7.36,144.99,82.37,82.17,69.74,3.75,591.7,Ficus
98.92,785.78,47.25,30.89,41.65,2.36,7.0,147.58,76.91,85.56,68.45,3.59,472.82,Ficus
166.39,860.74,58.67,28.56,40.08,2.04,5.21,84.62,54.31,53.44,42.14,1.74,200.08,Orchid
116.14,726.66,36.98,40.94,46.29,2.63,6.94,151.26,78.74,83.24,76.18,4.13,514.15,Ficus
170.82,862.01,45.86,27.0,44.6,2.34,7.93,31.37,19.71,18.76,9.03,0.47,318.43,Succulent
155.34,818.77,36.27,35.27,42.52,3.55,7.72,29.62,19.84,23.74,15.28,0.34,293.56,Succulent
199.58,813.15,66.21,38.07,39.19,1.77,8.29,26.58,17.37,19.82,19.52,0.54,348.88,Succulent
166.55,817.37,58.19,33.95,37.7,2.01,5.63,81.26,65.25,60.69,51.83,1.87,165.2,Orchid
157.67,759.05,41.67,44.1,41.53,2.82,5.98,91.92,67.65,54.94,46.04,2.32,183.75,Orchid
171.45,796.14,38.1,34.95,41.4,2.8,7.08,146.83,78.36,81.24,53.94,4.75,487.38,Ficus
148.46,825.82,48.44,42.76,40.76,2.64,7.93,26.89,21.93,28.44,21.72,0.22,315.31,Succulent
132.91,832.9,41.88,30.26,45.6,2.13,5.55,85.02,55.38,55.57,43.45,2.41,189.79,Orchid
149.5,733.97,49.27,40.08,44.82,3.64,5.11,92.63,63.96,66.76,33.07,1.59,197.62,Orchid
162.91,777.5,52.68,30.7,42.82,2.23,7.19,162.9,81.94,81.49,68.74,5.14,540.37,Ficus
143.73,901.24,68.15,18.16,43.7,3.48,5.95,66.74,39.01,33.36,49.12,1.62,46.29,Bonsai
120.05,749.58,49.12,41.5,42.64,2.31,7.9,36.65,15.79,20.14,13.85,0.45,253.92,Succulent
163.12,817.38,56.86,31.73,44.23,2.02,7.04,152.92,82.13,75.59,74.3,4.33,505.76,Ficus
165.94,800.3,59.15,37.9,38.18,2.86,7.42,36.62,20.8,19.71,15.19,0.51,303.34,Succulent
139.57,862.09,57.6,37.26,39.78,1.34,8.27,19.46,13.81,25.58,22.61,0.51,292.9,Succulent
165.86,764.56,60.25,35.93,40.13,2.31,6.34,66.28,38.81,50.37,49.94,1.69,51.99,Bonsai
186.63,767.5,44.67,31.68,38.27,2.32,6.77,151.38,80.06,79.62,73.01,3.77,457.13,Ficus
159.79,836.59,43.01,34.74,44.16,2.89,6.53,162.2,73.01,81.98,76.43,4.04,456.85,Ficus
135.39,765.77,34.29,36.46,40.03,2.98,7.09,155.51,74.28,77.43,69.52,3.65,456.73,Ficus
160.54,839.27,51.27,38.48,46.92,2.24,7.51,36.07,16.7,18.94,25.5,0.61,317.18,Succulent
156.15,823.33,43.14,35.2,44.31,2.37,6.8,143.46,82.68,89.64,74.65,4.59,492.1,Ficus
127.79,817.48,56.93,35.15,41.04,3.05,7.19,145.94,75.68,74.93,67.15,4.03,469.13,Ficus
162.06,752.04,55.71,35.87,45.28,2.92,8.26,27.19,19.65,20.31,20.29,0.58,249.1,Succulent
150.94,746.23,34.38,41.59,45.75,2.08,5.96,60.08,46.36,35.43,55.22,1.8,30.75,Bonsai
157.13,773.48,41.92,38.81,38.73,3.15,7.97,26.82,23.39,21.95,17.61,0.5,283.52,Succulent
128.85,825.27,21.61,30.55,43.93,2.23,6.98,132.84,86.28,72.98,72.33,4.07,392.02,Ficus
145.22,711.19,55.67,38.18,42.04,2.01,6.0,59.28,32.18,33.46,44.08,1.56,62.44,Bonsai
159.14,788.17,60.6,44.03,38.21,2.61,7.24,144.98,82.45,77.93,77.82,3.64,435.06,Ficus
114.2,878.03,52.02,19.82,37.14,2.09,7.71,33.83,20.79,20.3,17.85,0.44,277.66,Succulent
139.34,805.52,48.44,38.75,40.83,2.86,8.19,28.68,16.29,17.75,18.92,0.62,314.57,Succulent
137.13,788.2,51.51,39.83,38.51,3.71,7.35,124.9,83.64,84.58,64.54,4.34,455.83,Ficus
160.98,844.01,47.73,36.8,29.51,2.21,7.74,28.88,22.04,15.92,13.9,0.38,304.31,Succulent
135.46,711.8,48.41,33.16,31.25,2.88,6.04,99.15,58.91,57.45,38.08,2.11,197.47,Orchid
152.28,846.84,37.15,32.43,37.8,2.47,6.26,64.64,39.35,41.62,58.92,1.7,54.59,Bonsai
164.54,856.69,61.38,36.89,34.43,1.82,6.47,60.59,43.3,32.75,37.05,1.29,49.65,Bonsai
116.61,784.09,47.71,31.59,37.37,2.56,7.92,17.95,17.92,16.38,11.61,0.45,322.75,Succulent
146.29,793.13,52.79,38.61,40.75,2.62,6.6,142.78,87.07,76.83,67.35,4.43,441.21,Ficus
151.77,791.21,55.52,34.95,40.71,1.9,4.76,92.02,59.59,55.58,30.26,2.49,170.4,Orchid
160.17,701.57,46.39,43.62,44.88,2.61,6.72,143.93,74.95,75.42,72.87,4.46,540.6,Ficus
157.87,806.71,37.37,34.66,41.99,2.51,6.93,128.13,73.43,75.68,72.12,4.17,555.48,Ficus
131.19,822.45,66.95,36.81,34.39,2.74,7.77,24.3,18.68,19.83,15.07,0.46,220.88,Succulent
169.84,737.63,48.1,37.71,51.04,2.43,6.0,60.5,47.35,33.6,54.7,1.97,71.63,Bonsai
151.52,724.11,57.55,32.78,40.75,3.45,7.15,137.12,71.85,75.72,65.5,3.32,507.36,Ficus
169.24,822.49,49.94,34.92,39.91,2.75,8.58,32.04,21.13,24.86,16.48,0.45,351.11,Succulent
160.64,796.36,57.49,30.79,36.05,1.98,6.06,54.99,40.68,46.33,59.69,1.38,30.91,Bonsai
140.27,727.08,42.21,34.76,39.21,2.78,7.72,31.31,18.02,15.64,22.49,0.49,324.89,Succulent
151.52,802.3,42.21,35.06,47.47,2.21,6.98,160.45,85.99,79.02,66.73,4.25,560.31,Ficus
148.78,805.06,56.0,40.17,31.07,2.45,5.59,81.14,60.39,54.68,35.51,2.24,225.81,Orchid
171.37,754.64,35.5,40.82,40.4,2.63,4.84,94.24,60.41,49.39,42.26,2.25,197.97,Orchid
117.77,782.36,62.89,37.3,36.49,1.61,5.74,82.1,51.9,60.13,35.94,1.91,201.14,Orchid
155.12,783.24,42.09,39.06,41.04,3.25,6.77,154.3,78.46,81.77,74.39,3.68,441.49,Ficus
146.57,779.53,35.37,44.46,50.51,3.18,7.94,35.79,20.89,21.37,12.68,0.56,290.43,Succulent
138.75,809.11,30.94,37.6,34.65,2.53,7.61,29.7,19.14,20.31,20.67,0.57,283.83,Succulent
141.24,778.99,33.91,32.66,35.64,2.13,5.87,47.01,48.39,36.99,52.33,1.28,55.83,Bonsai
171.31,765.52,67.46,35.84,45.21,2.93,5.99,54.11,30.66,41.9,39.42,1.85,49.02,Bonsai
158.63,808.41,56.41,34.57,39.72,1.32,5.97,84.7,66.52,58.4,41.81,2.19,214.91,Orchid
115.15,775.2,54.51,31.2,36.27,2.62,5.29,49.94,44.93,35.44,37.01,1.68,44.17,Bonsai
124.73,776.46,52.63,37.4,41.74,2.33,8.14,30.69,21.82,21.18,20.05,0.67,325.01,Succulent
138.77,775.21,67.21,35.86,42.13,2.44,8.56,23.78,19.14,21.38,20.05,0.51,247.79,Succulent
144.22,790.24,46.54,31.06,43.95,2.39,7.68,28.95,18.2,17.43,20.58,0.51,281.24,Succulent
157.84,836.78,49.55,35.02,42.2,2.53,6.36,54.6,33.77,35.3,53.39,1.82,68.49,Bonsai
156.32,798.56,44.74,35.34,39.74,2.51,5.86,44.33,43.68,37.33,54.48,1.53,42.89,Bonsai
140.39,851.05,54.97,44.16,39.17,2.5,5.48,50.78,40.37,43.15,45.32,1.98,48.5,Bonsai
179.42,715.87,54.32,37.35,35.95,1.95,6.99,133.04,69.92,88.42,69.25,4.14,496.07,Ficus
161.42,900.58,37.61,35.17,38.69,2.37,8.01,21.94,18.04,21.97,22.82,0.54,295.03,Succulent
136.94,731.97,41.74,35.2,42.03,1.74,7.99,29.8,24.48,17.53,26.15,0.4,272.28,Succulent
161.2,725.19,63.78,32.49,38.3,2.67,8.32,28.71,19.65,12.07,21.38,0.65,303.58,Succulent
172.41,806.78,50.18,40.01,41.05,2.68,6.15,68.49,41.55,41.31,56.82,0.99,63.16,Bonsai
104.74,857.8,67.02,37.06,39.83,2.17,5.98,61.23,48.38,46.08,46.01,1.46,32.84,Bonsai
154.57,806.34,32.23,36.72,37.19,2.71,6.58,58.34,35.8,49.55,61.77,1.11,44.71,Bonsai
147.24,884.0,65.97,36.51,34.7,3.11,6.16,63.5,34.59,41.87,48.55,0.9,69.61,Bonsai
159.92,850.55,42.61,34.43,40.71,3.32,8.39,33.12,22.81,19.9,22.51,0.49,245.82,Succulent
175.84,842.35,43.69,33.75,35.51,2.41,7.71,32.55,26.36,20.88,16.3,0.27,252.29,Succulent
160.49,860.18,57.63,30.15,42.81,2.8,7.49,28.6,17.66,23.9,25.64,0.77,338.81,Succulent
180.02,811.7,53.34,37.79,34.67,1.91,7.31,132.04,78.52,77.86,77.56,3.4,551.07,Ficus
166.64,683.93,42.5,23.33,32.96,2.16,6.09,55.9,40.73,35.45,52.34,1.44,52.61,Bonsai
117.09,765.27,50.16,28.3,45.34,3.68,7.19,170.92,75.77,76.6,65.52,4.57,496.16,Ficus
186.07,684.62,40.26,33.32,45.84,2.21,7.93,24.68,20.13,20.73,21.42,0.22,260.52,Succulent
146.25,734.23,49.29,37.35,42.07,2.91,5.98,68.29,37.48,33.3,51.12,1.56,50.67,Bonsai
114.86,862.06,35.41,35.64,34.02,1.78,6.04,90.76,61.6,57.46,30.95,2.07,223.58,Orchid
110.25,777.49,46.94,41.68,46.67,1.98,7.22,156.69,77.44,80.5,69.19,3.85,575.67,Ficus
146.87,787.72,62.95,34.8,37.12,1.8,5.9,55.07,30.33,39.49,47.54,1.58,52.86,Bonsai
141.02,793.85,52.42,38.79,35.89,2.98,8.26,26.58,17.95,20.21,16.78,0.4,270.88,Succulent
146.48,689.81,56.02,34.24,46.69,2.22,7.75,30.54,22.67,20.54,20.72,0.8,279.21,Succulent
143.46,805.72,22.58,28.72,41.94,1.76,5.73,89.54,60.52,63.87,40.66,2.24,239.43,Orchid
140.79,784.07,57.46,35.01,45.62,2.14,7.9,31.11,19.4,18.45,24.76,0.33,268.22,Succulent
169.84,782.45,26.83,41.97,40.48,2.81,5.28,83.37,54.63,62.77,36.68,1.61,208.37,Orchid
153.66,708.56,54.72,38.32,39.31,2.41,6.17,89.82,56.4,67.94,30.64,2.05,176.08,Orchid
112.5,829.31,33.74,35.57,44.11,1.72,6.75,161.93,77.06,84.47,74.52,3.47,529.96,Ficus
143.82,815.82,48.93,35.53,40.96,2.17,6.29,135.63,81.43,86.14,66.96,3.51,585.29,Ficus
139.42,845.2,40.02,32.08,38.1,2.16,6.37,137.71,71.94,81.22,61.56,4.76,419.39,Ficus
128.64,792.03,64.12,37.6,37.52,3.48,7.34,153.13,81.64,84.39,72.5,3.82,572.54,Ficus
142.77,889.68,54.38,30.22,33.34,2.73,6.36,72.02,35.54,39.42,55.25,2.16,36.18,Bonsai
124.84,873.04,39.08,36.14,38.7,3.41,5.47,97.71,64.54,56.28,36.52,1.87,217.37,Orchid
158.73,780.57,37.65,37.0,43.47,3.3,7.32,137.52,81.5,80.45,69.96,3.34,494.96,Ficus
138.09,770.97,55.31,41.76,41.27,2.08,6.83,155.17,78.2,80.16,71.04,4.97,540.38,Ficus
121.61,762.33,67.52,34.65,41.32,2.52,6.49,51.24,30.18,45.39,56.98,1.31,64.71,Bonsai
